flight_date,flight_status,departure_airport,departure_iata,departure_delay_minutes,departure_scheduled,departure_estimated,departure_actual,arrival_airport,arrival_iata,arrival_scheduled,arrival_delay_minutes,arrival_estimated,arrival_actual,airline_name,airline_iata,airline_icao,flight_number,flight_iata,flight_icao,year,month,day,day_of_week,total_delay_minutes,route,is_delayed
12/23/2025,scheduled,Djerba-Zarzis,DJE,0,2025-12-23 15:30:00+00:00,2025-12-23 15:30:00+00:00,,Orly,ORY,2025-12-23 18:15:00+00:00,0,,,Tunisair,TU,TAR,634,TU634,TAR634,2025,12,23,Tuesday,0,DJE → ORY,FALSE
12/23/2025,scheduled,Houari Boumediene,ALG,0,2025-12-23 14:55:00+00:00,2025-12-23 14:55:00+00:00,,Carthage,TUN,2025-12-23 16:05:00+00:00,0,,,Tunisair,TU,TAR,375,TU375,TAR375,2025,12,23,Tuesday,0,ALG → TUN,FALSE
12/23/2025,scheduled,Marseille Provence Airport,MRS,0,2025-12-23 14:35:00+00:00,2025-12-23 14:35:00+00:00,,Carthage,TUN,2025-12-23 16:10:00+00:00,0,,,Tunisair,TU,TAR,903,TU903,TAR903,2025,12,23,Tuesday,0,MRS → TUN,FALSE
12/23/2025,scheduled,Carthage,TUN,0,2025-12-23 15:05:00+00:00,2025-12-23 15:05:00+00:00,,Felix Houphouet Boigny,ABJ,2025-12-23 19:25:00+00:00,0,,,Tunisair,TU,TAR,399,TU399,TAR399,2025,12,23,Tuesday,0,TUN → ABJ,FALSE
12/23/2025,active,Carthage,TUN,0,2025-12-23 14:30:00+00:00,2025-12-23 14:30:00+00:00,,Queen Alia International,AMM,2025-12-23 20:10:00+00:00,0,,,Tunisair,TU,TAR,152,TU152,TAR152,2025,12,23,Tuesday,0,TUN → AMM,FALSE
12/23/2025,active,Carthage,TUN,0,2025-12-23 13:45:00+00:00,2025-12-23 13:45:00+00:00,,Heathrow,LHR,2025-12-23 15:50:00+00:00,65,,,Tunisair,TU,TAR,790,TU790,TAR790,2025,12,23,Tuesday,65,TUN → LHR,TRUE
12/23/2025,active,Carthage,TUN,0,2025-12-23 13:35:00+00:00,2025-12-23 13:35:00+00:00,,Orly,ORY,2025-12-23 16:00:00+00:00,60,,,Tunisair,TU,TAR,722,TU722,TAR722,2025,12,23,Tuesday,60,TUN → ORY,TRUE
12/23/2025,active,Carthage,TUN,0,2025-12-23 13:30:00+00:00,2025-12-23 13:30:00+00:00,,MÃ©rignac,BOD,2025-12-23 15:35:00+00:00,60,,,Tunisair,TU,TAR,628,TU628,TAR628,2025,12,23,Tuesday,60,TUN → BOD,TRUE
12/23/2025,active,Carthage,TUN,0,2025-12-23 13:05:00+00:00,2025-12-23 13:05:00+00:00,,Es Senia,ORN,2025-12-23 14:50:00+00:00,0,,,Tunisair,TU,TAR,708,TU708,TAR708,2025,12,23,Tuesday,0,TUN → ORN,FALSE
12/23/2025,active,Carthage,TUN,0,2025-12-23 12:35:00+00:00,2025-12-23 12:35:00+00:00,,Houari Boumediene,ALG,2025-12-23 13:55:00+00:00,0,,,Tunisair,TU,TAR,374,TU374,TAR374,2025,12,23,Tuesday,0,TUN → ALG,FALSE
12/23/2025,active,Carthage,TUN,10,2025-12-23 12:00:00+00:00,2025-12-23 12:00:00+00:00,2025-12-23 12:23:00+00:00,Marseille Provence Airport,MRS,2025-12-23 13:35:00+00:00,24,2025-12-23 13:45:00+00:00,,Tunisair,TU,TAR,902,TU902,TAR902,2025,12,23,Tuesday,34,TUN → MRS,TRUE
12/23/2025,active,Orly,ORY,8,2025-12-23 11:50:00+00:00,2025-12-23 11:50:00+00:00,2025-12-23 12:25:00+00:00,Carthage,TUN,2025-12-23 14:20:00+00:00,8,2025-12-23 14:28:00+00:00,,Tunisair,TU,TAR,719,TU719,TAR719,2025,12,23,Tuesday,16,ORY → TUN,TRUE
12/23/2025,landed,Istanbul Airport,IST,24,2025-12-23 12:25:00+00:00,2025-12-23 12:25:00+00:00,2025-12-23 13:09:00+00:00,Carthage,TUN,2025-12-23 13:10:00+00:00,24,2025-12-23 13:32:00+00:00,2025-12-23 13:34:00+00:00,Tunisair,TU,TAR,215,TU215,TAR215,2025,12,23,Tuesday,48,IST → TUN,TRUE
12/23/2025,active,Brussels Airport,BRU,13,2025-12-23 10:35:00+00:00,2025-12-23 10:35:00+00:00,2025-12-23 11:16:00+00:00,Carthage,TUN,2025-12-23 13:15:00+00:00,41,2025-12-23 13:28:00+00:00,,Tunisair,TU,TAR,955,TU955,TAR955,2025,12,23,Tuesday,54,BRU → TUN,TRUE
12/23/2025,scheduled,Blagnac,TLS,80,2025-12-23 10:20:00+00:00,2025-12-23 10:20:00+00:00,2025-12-23 11:42:00+00:00,Carthage,TUN,2025-12-23 12:10:00+00:00,80,2025-12-23 13:30:00+00:00,,Tunisair,TU,TAR,283,TU283,TAR283,2025,12,23,Tuesday,160,TLS → TUN,TRUE
12/23/2025,scheduled,Milano Malpensa,MXP,134,2025-12-23 10:30:00+00:00,2025-12-23 10:30:00+00:00,2025-12-23 13:10:00+00:00,Carthage,TUN,2025-12-23 12:25:00+00:00,134,2025-12-23 14:39:00+00:00,,Tunisair,TU,TAR,757,TU757,TAR757,2025,12,23,Tuesday,268,MXP → TUN,TRUE
12/23/2025,landed,Queen Alia International,AMM,0,2025-12-23 11:15:00+00:00,2025-12-23 11:15:00+00:00,2025-12-23 11:24:00+00:00,Carthage,TUN,2025-12-23 13:15:00+00:00,0,2025-12-23 13:02:00+00:00,2025-12-23 13:04:00+00:00,Tunisair,TU,TAR,151,TU151,TAR151,2025,12,23,Tuesday,0,AMM → TUN,FALSE
12/23/2025,Unknown,St-ExupÃ©ry,LYS,0,2025-12-23 10:05:00+00:00,2025-12-23 10:05:00+00:00,,Carthage,TUN,2025-12-23 12:00:00+00:00,0,,,Tunisair,TU,TAR,751,TU751,TAR751,2025,12,23,Tuesday,0,LYS → TUN,FALSE
12/23/2025,landed,Cote D'azur International Airport,NCE,2,2025-12-23 09:15:00+00:00,2025-12-23 09:15:00+00:00,2025-12-23 09:35:00+00:00,Carthage,TUN,2025-12-23 10:50:00+00:00,2,2025-12-23 10:50:00+00:00,2025-12-23 10:52:00+00:00,Tunisair,TU,TAR,997,TU997,TAR997,2025,12,23,Tuesday,4,NCE → TUN,FALSE
12/23/2025,landed,Geneve-cointrin,GVA,45,2025-12-23 09:55:00+00:00,2025-12-23 09:55:00+00:00,2025-12-23 10:54:00+00:00,Carthage,TUN,2025-12-23 11:50:00+00:00,45,2025-12-23 12:36:00+00:00,2025-12-23 12:35:00+00:00,Tunisair,TU,TAR,701,TU701,TAR701,2025,12,23,Tuesday,90,GVA → TUN,TRUE
12/23/2025,active,Carthage,TUN,0,2025-12-23 07:50:00+00:00,2025-12-23 07:50:00+00:00,2025-12-23 08:37:00+00:00,Orly,ORY,2025-12-23 10:20:00+00:00,47,,,Tunisair,TU,TAR,718,TU718,TAR718,2025,12,23,Tuesday,47,TUN → ORY,TRUE
12/23/2025,active,Carthage,TUN,0,2025-12-23 07:45:00+00:00,2025-12-23 07:45:00+00:00,,Milano Malpensa,MXP,2025-12-23 09:30:00+00:00,105,,,Tunisair,TU,TAR,756,TU756,TAR756,2025,12,23,Tuesday,105,TUN → MXP,TRUE
12/23/2025,active,Carthage,TUN,0,2025-12-23 07:25:00+00:00,2025-12-23 07:25:00+00:00,,Blagnac,TLS,2025-12-23 09:20:00+00:00,65,,,Tunisair,TU,TAR,282,TU282,TAR282,2025,12,23,Tuesday,65,TUN → TLS,TRUE
12/23/2025,active,Carthage,TUN,0,2025-12-23 07:15:00+00:00,2025-12-23 07:15:00+00:00,,St-ExupÃ©ry,LYS,2025-12-23 09:05:00+00:00,220,,,Tunisair,TU,TAR,750,TU750,TAR750,2025,12,23,Tuesday,220,TUN → LYS,TRUE
12/23/2025,landed,Carthage,TUN,0,2025-12-23 07:00:00+00:00,2025-12-23 07:00:00+00:00,2025-12-23 07:18:00+00:00,Brussels Airport,BRU,2025-12-23 09:35:00+00:00,0,2025-12-23 09:27:00+00:00,2025-12-23 09:28:00+00:00,Tunisair,TU,TAR,954,TU954,TAR954,2025,12,23,Tuesday,0,TUN → BRU,FALSE
12/23/2025,active,Carthage,TUN,15,2025-12-23 07:00:00+00:00,2025-12-23 07:00:00+00:00,2025-12-23 07:32:00+00:00,Geneve-cointrin,GVA,2025-12-23 08:55:00+00:00,32,2025-12-23 09:10:00+00:00,,Tunisair,TU,TAR,700,TU700,TAR700,2025,12,23,Tuesday,47,TUN → GVA,TRUE
12/23/2025,active,Carthage,TUN,0,2025-12-23 06:55:00+00:00,2025-12-23 06:55:00+00:00,2025-12-23 07:13:00+00:00,Istanbul Airport,IST,2025-12-23 11:35:00+00:00,18,2025-12-23 11:25:00+00:00,,Tunisair,TU,TAR,214,TU214,TAR214,2025,12,23,Tuesday,18,TUN → IST,TRUE
12/23/2025,active,Carthage,TUN,4,2025-12-23 06:45:00+00:00,2025-12-23 06:45:00+00:00,2025-12-23 07:10:00+00:00,Cote D'azur International Airport,NCE,2025-12-23 08:15:00+00:00,25,2025-12-23 08:19:00+00:00,,Tunisair,TU,TAR,996,TU996,TAR996,2025,12,23,Tuesday,29,TUN → NCE,TRUE
12/23/2025,scheduled,Punta Raisi,PMO,79,2025-12-23 05:25:00+00:00,2025-12-23 05:25:00+00:00,2025-12-23 06:48:00+00:00,Carthage,TUN,2025-12-23 06:09:00+00:00,79,2025-12-23 07:28:00+00:00,,Tunisair,TU,TAR,1759,TU1759,TAR1759,2025,12,23,Tuesday,158,PMO → TUN,TRUE
12/23/2025,landed,Carthage,TUN,37,2025-12-23 03:25:00+00:00,2025-12-23 03:25:00+00:00,2025-12-23 04:08:00+00:00,Punta Raisi,PMO,2025-12-23 04:10:00+00:00,37,2025-12-23 04:47:00+00:00,2025-12-23 04:47:00+00:00,Tunisair,TU,TAR,1758,TU1758,TAR1758,2025,12,23,Tuesday,74,TUN → PMO,TRUE
12/23/2025,scheduled,Mohamed V,CMN,79,2025-12-23 02:10:00+00:00,2025-12-23 02:10:00+00:00,2025-12-23 03:42:00+00:00,Carthage,TUN,2025-12-23 04:35:00+00:00,78,2025-12-23 05:53:00+00:00,,Tunisair,TU,TAR,706,TU706,TAR706,2025,12,23,Tuesday,157,CMN → TUN,TRUE
12/23/2025,landed,Istanbul Airport,IST,23,2025-12-23 03:50:00+00:00,2025-12-23 03:50:00+00:00,2025-12-23 04:39:00+00:00,Carthage,TUN,2025-12-23 04:40:00+00:00,23,2025-12-23 05:06:00+00:00,2025-12-23 05:03:00+00:00,Tunisair,TU,TAR,217,TU217,TAR217,2025,12,23,Tuesday,46,IST → TUN,TRUE
12/23/2025,Unknown,King Abdulaziz International,JED,0,2025-12-23 01:55:00+00:00,2025-12-23 01:55:00+00:00,,Carthage,TUN,2025-12-23 04:55:00+00:00,0,,,Tunisair,TU,TAR,714,TU714,TAR714,2025,12,23,Tuesday,0,JED → TUN,FALSE
12/22/2025,scheduled,Carthage,TUN,78,2025-12-22 22:35:00+00:00,2025-12-22 22:35:00+00:00,2025-12-23 00:08:00+00:00,Mohamed V,CMN,2025-12-23 01:20:00+00:00,78,2025-12-23 02:38:00+00:00,,Tunisair,TU,TAR,705,TU705,TAR705,2025,12,22,Monday,156,TUN → CMN,TRUE
12/22/2025,landed,Carthage,TUN,33,2025-12-22 22:10:00+00:00,2025-12-22 22:10:00+00:00,2025-12-22 23:06:00+00:00,Istanbul Airport,IST,2025-12-23 02:45:00+00:00,33,2025-12-23 03:15:00+00:00,2025-12-23 03:18:00+00:00,Tunisair,TU,TAR,216,TU216,TAR216,2025,12,22,Monday,66,TUN → IST,TRUE
12/22/2025,Unknown,Marseille Provence Airport,MRS,0,2025-12-22 22:20:00+00:00,2025-12-22 22:20:00+00:00,,Carthage,TUN,2025-12-22 23:55:00+00:00,0,,,Tunisair,TU,TAR,903,TU903,TAR903,2025,12,22,Monday,0,MRS → TUN,FALSE
12/22/2025,scheduled,Carthage,TUN,123,2025-12-22 15:10:00+00:00,2025-12-22 15:10:00+00:00,2025-12-22 17:31:00+00:00,Blagnac,TLS,2025-12-22 17:05:00+00:00,123,2025-12-22 19:08:00+00:00,,Tunisair,TU,TAR,282,TU282,TAR282,2025,12,22,Monday,246,TUN → TLS,TRUE
12/22/2025,Unknown,Orly,ORY,0,2025-12-22 20:20:00+00:00,2025-12-22 20:20:00+00:00,,Carthage,TUN,2025-12-22 22:45:00+00:00,0,,,Tunisair,TU,TAR,725,TU725,TAR725,2025,12,22,Monday,0,ORY → TUN,FALSE
12/22/2025,scheduled,Pierre Elliott Trudeau International,YUL,123,2025-12-22 14:15:00+00:00,2025-12-22 14:15:00+00:00,2025-12-22 17:04:00+00:00,Carthage,TUN,2025-12-23 04:30:00+00:00,122,2025-12-23 06:32:00+00:00,,Tunisair,TU,TAR,203,TU203,TAR203,2025,12,22,Monday,245,YUL → TUN,TRUE
12/22/2025,scheduled,Marseille Provence Airport,MRS,75,2025-12-22 21:05:00+00:00,2025-12-22 21:05:00+00:00,2025-12-22 22:32:00+00:00,Habib Bourguiba,MIR,2025-12-22 22:50:00+00:00,74,2025-12-23 00:04:00+00:00,,Tunisair,TU,TAR,681,TU681,TAR681,2025,12,22,Monday,149,MRS → MIR,TRUE
12/22/2025,Unknown,Carthage,TUN,0,2025-12-22 19:45:00+00:00,2025-12-22 19:45:00+00:00,,Marseille Provence Airport,MRS,2025-12-22 21:20:00+00:00,0,,,Tunisair,TU,TAR,902,TU902,TAR902,2025,12,22,Monday,0,TUN → MRS,FALSE
12/22/2025,scheduled,Habib Bourguiba,MIR,62,2025-12-22 18:20:00+00:00,2025-12-22 18:20:00+00:00,2025-12-22 19:40:00+00:00,Marseille Provence Airport,MRS,2025-12-22 20:05:00+00:00,61,2025-12-22 21:06:00+00:00,,Tunisair,TU,TAR,680,TU680,TAR680,2025,12,22,Monday,123,MIR → MRS,TRUE
12/22/2025,scheduled,Carthage,TUN,116,2025-12-22 18:40:00+00:00,2025-12-22 18:40:00+00:00,2025-12-22 20:58:00+00:00,King Abdulaziz International,JED,2025-12-23 00:55:00+00:00,116,2025-12-23 02:51:00+00:00,,Tunisair,TU,TAR,713,TU713,TAR713,2025,12,22,Monday,232,TUN → JED,TRUE
12/22/2025,landed,Carthage,TUN,0,2025-12-22 18:10:00+00:00,2025-12-22 18:10:00+00:00,2025-12-22 18:16:00+00:00,Queen Alia International,AMM,2025-12-22 23:50:00+00:00,0,2025-12-22 23:26:00+00:00,2025-12-22 23:29:00+00:00,Tunisair,TU,TAR,152,TU152,TAR152,2025,12,22,Monday,0,TUN → AMM,FALSE
12/22/2025,landed,Frankfurt International Airport,FRA,38,2025-12-22 18:15:00+00:00,2025-12-22 18:15:00+00:00,2025-12-22 19:10:00+00:00,Carthage,TUN,2025-12-22 20:40:00+00:00,38,2025-12-22 21:17:00+00:00,2025-12-22 21:18:00+00:00,Tunisair,TU,TAR,745,TU745,TAR745,2025,12,22,Monday,76,FRA → TUN,TRUE
12/22/2025,scheduled,St-ExupÃ©ry,LYS,49,2025-12-22 18:40:00+00:00,2025-12-22 18:40:00+00:00,2025-12-22 19:41:00+00:00,Carthage,TUN,2025-12-22 20:35:00+00:00,49,2025-12-22 21:24:00+00:00,,Tunisair,TU,TAR,851,TU851,TAR851,2025,12,22,Monday,98,LYS → TUN,TRUE
12/22/2025,landed,Orly,ORY,6,2025-12-22 17:15:00+00:00,2025-12-22 17:15:00+00:00,2025-12-22 17:36:00+00:00,Djerba-Zarzis,DJE,2025-12-22 20:05:00+00:00,6,2025-12-22 20:12:00+00:00,2025-12-22 20:11:00+00:00,Tunisair,TU,TAR,635,TU635,TAR635,2025,12,22,Monday,12,ORY → DJE,FALSE
12/22/2025,scheduled,DÃ¼sseldorf International Airport,DUS,87,2025-12-22 17:20:00+00:00,2025-12-22 17:20:00+00:00,2025-12-22 19:01:00+00:00,Carthage,TUN,2025-12-22 20:00:00+00:00,86,2025-12-22 21:26:00+00:00,,Tunisair,TU,TAR,527,TU527,TAR527,2025,12,22,Monday,173,DUS → TUN,TRUE
12/22/2025,scheduled,Blagnac,TLS,107,2025-12-22 18:05:00+00:00,2025-12-22 18:05:00+00:00,2025-12-22 20:02:00+00:00,Carthage,TUN,2025-12-22 19:55:00+00:00,106,2025-12-22 21:41:00+00:00,,Tunisair,TU,TAR,283,TU283,TAR283,2025,12,22,Monday,213,TLS → TUN,TRUE
12/22/2025,landed,Carthage,TUN,34,2025-12-22 16:55:00+00:00,2025-12-22 16:55:00+00:00,2025-12-22 17:53:00+00:00,Orly,ORY,2025-12-22 19:20:00+00:00,34,2025-12-22 19:51:00+00:00,2025-12-22 19:54:00+00:00,Tunisair,TU,TAR,724,TU724,TAR724,2025,12,22,Monday,68,TUN → ORY,TRUE
12/22/2025,landed,Entzheim,SXB,0,2025-12-22 16:15:00+00:00,2025-12-22 16:15:00+00:00,2025-12-22 16:20:00+00:00,Carthage,TUN,2025-12-22 18:30:00+00:00,0,2025-12-22 18:14:00+00:00,2025-12-22 18:16:00+00:00,Tunisair,TU,TAR,247,TU247,TAR247,2025,12,22,Monday,0,SXB → TUN,FALSE
12/22/2025,scheduled,Orly,ORY,111,2025-12-22 17:00:00+00:00,2025-12-22 17:00:00+00:00,2025-12-22 19:04:00+00:00,Carthage,TUN,2025-12-22 19:25:00+00:00,111,2025-12-22 21:16:00+00:00,,Tunisair,TU,TAR,723,TU723,TAR723,2025,12,22,Monday,222,ORY → TUN,TRUE
12/22/2025,scheduled,Cote D'azur International Airport,NCE,63,2025-12-22 15:45:00+00:00,2025-12-22 15:45:00+00:00,2025-12-22 16:55:00+00:00,Habib Bourguiba,MIR,2025-12-22 17:25:00+00:00,63,2025-12-22 18:28:00+00:00,,Tunisair,TU,TAR,251,TU251,TAR251,2025,12,22,Monday,126,NCE → MIR,TRUE
12/22/2025,landed,Carthage,TUN,37,2025-12-22 15:50:00+00:00,2025-12-22 15:50:00+00:00,2025-12-22 16:38:00+00:00,St-ExupÃ©ry,LYS,2025-12-22 17:40:00+00:00,37,2025-12-22 18:19:00+00:00,2025-12-22 18:17:00+00:00,Tunisair,TU,TAR,850,TU850,TAR850,2025,12,22,Monday,74,TUN → LYS,TRUE
12/22/2025,scheduled,Carthage,TUN,0,2025-12-22 15:10:00+00:00,2025-12-22 15:10:00+00:00,,Blagnac,TLS,2025-12-22 17:05:00+00:00,0,,,Tunisair,TU,TAR,282,TU282,TAR283,2025,12,22,Monday,0,TUN → TLS,FALSE
12/22/2025,scheduled,Franz Josef Strauss,MUC,84,2025-12-22 15:40:00+00:00,2025-12-22 15:40:00+00:00,2025-12-22 17:20:00+00:00,Carthage,TUN,2025-12-22 17:50:00+00:00,84,2025-12-22 19:14:00+00:00,,Tunisair,TU,TAR,543,TU543,TAR543,2025,12,22,Monday,168,MUC → TUN,TRUE
12/22/2025,Unknown,Houari Boumediene,ALG,0,2025-12-22 14:25:00+00:00,2025-12-22 14:25:00+00:00,,Carthage,TUN,2025-12-22 15:35:00+00:00,0,,,Tunisair,TU,TAR,375,TU375,TAR375,2025,12,22,Monday,0,ALG → TUN,FALSE
12/22/2025,landed,Carthage,TUN,0,2025-12-22 14:55:00+00:00,2025-12-22 14:55:00+00:00,2025-12-22 15:07:00+00:00,Dubai,DXB,2025-12-22 23:30:00+00:00,0,2025-12-22 23:18:00+00:00,2025-12-22 23:19:00+00:00,Tunisair,TU,TAR,148,TU148,TAR148,2025,12,22,Monday,0,TUN → DXB,FALSE
12/22/2025,landed,Carthage,TUN,0,2025-12-22 14:45:00+00:00,2025-12-22 14:45:00+00:00,2025-12-22 15:14:00+00:00,Frankfurt International Airport,FRA,2025-12-22 17:20:00+00:00,0,2025-12-22 17:16:00+00:00,2025-12-22 17:15:00+00:00,Tunisair,TU,TAR,744,TU744,TAR744,2025,12,22,Monday,0,TUN → FRA,FALSE
12/22/2025,landed,Carthage,TUN,46,2025-12-22 13:45:00+00:00,2025-12-22 13:45:00+00:00,2025-12-22 14:58:00+00:00,DÃ¼sseldorf International Airport,DUS,2025-12-22 16:30:00+00:00,46,2025-12-22 17:16:00+00:00,2025-12-22 17:16:00+00:00,Tunisair,TU,TAR,526,TU526,TAR526,2025,12,22,Monday,92,TUN → DUS,TRUE
12/22/2025,scheduled,Carthage,TUN,98,2025-12-22 13:35:00+00:00,2025-12-22 13:35:00+00:00,2025-12-22 15:40:00+00:00,Orly,ORY,2025-12-22 16:00:00+00:00,98,2025-12-22 17:38:00+00:00,,Tunisair,TU,TAR,722,TU722,TAR722,2025,12,22,Monday,196,TUN → ORY,TRUE
12/22/2025,landed,Djerba-Zarzis,DJE,0,2025-12-22 13:40:00+00:00,2025-12-22 13:40:00+00:00,2025-12-22 13:52:00+00:00,Orly,ORY,2025-12-22 16:25:00+00:00,0,2025-12-22 16:08:00+00:00,2025-12-22 16:15:00+00:00,Tunisair,TU,TAR,634,TU634,TAR634,2025,12,22,Monday,0,DJE → ORY,FALSE
12/22/2025,landed,Carthage,TUN,0,2025-12-22 12:55:00+00:00,2025-12-22 12:55:00+00:00,2025-12-22 13:09:00+00:00,Entzheim,SXB,2025-12-22 15:15:00+00:00,0,2025-12-22 15:07:00+00:00,2025-12-22 15:04:00+00:00,Tunisair,TU,TAR,246,TU246,TAR246,2025,12,22,Monday,0,TUN → SXB,FALSE
12/22/2025,landed,Carthage,TUN,40,2025-12-22 12:45:00+00:00,2025-12-22 12:45:00+00:00,2025-12-22 13:50:00+00:00,Franz Josef Strauss,MUC,2025-12-22 14:55:00+00:00,40,2025-12-22 15:32:00+00:00,2025-12-22 15:35:00+00:00,Tunisair,TU,TAR,542,TU542,TAR542,2025,12,22,Monday,80,TUN → MUC,TRUE
12/22/2025,scheduled,Habib Bourguiba,MIR,56,2025-12-22 13:05:00+00:00,2025-12-22 13:05:00+00:00,2025-12-22 14:21:00+00:00,Cote D'azur International Airport,NCE,2025-12-22 14:45:00+00:00,55,2025-12-22 15:40:00+00:00,,Tunisair,TU,TAR,250,TU250,TAR250,2025,12,22,Monday,111,MIR → NCE,TRUE
12/22/2025,landed,Queen Alia International,AMM,0,2025-12-22 14:55:00+00:00,2025-12-22 14:55:00+00:00,2025-12-22 14:55:00+00:00,Carthage,TUN,2025-12-22 16:55:00+00:00,0,2025-12-22 16:33:00+00:00,2025-12-22 16:38:00+00:00,Tunisair,TU,TAR,151,TU151,TAR151,2025,12,22,Monday,0,AMM → TUN,FALSE
12/22/2025,Unknown,Carthage,TUN,0,2025-12-22 12:05:00+00:00,2025-12-22 12:05:00+00:00,,Houari Boumediene,ALG,2025-12-22 13:25:00+00:00,0,,,Tunisair,TU,TAR,374,TU374,TAR374,2025,12,22,Monday,0,TUN → ALG,FALSE
12/22/2025,landed,Brussels Airport,BRU,0,2025-12-22 11:25:00+00:00,2025-12-22 11:25:00+00:00,2025-12-22 11:39:00+00:00,Carthage,TUN,2025-12-22 14:05:00+00:00,0,2025-12-22 13:57:00+00:00,2025-12-22 13:55:00+00:00,Tunisair,TU,TAR,955,TU955,TAR955,2025,12,22,Monday,0,BRU → TUN,FALSE
12/22/2025,landed,Orly,ORY,0,2025-12-22 11:20:00+00:00,2025-12-22 11:20:00+00:00,2025-12-22 11:27:00+00:00,Carthage,TUN,2025-12-22 13:45:00+00:00,0,2025-12-22 13:41:00+00:00,2025-12-22 13:41:00+00:00,Tunisair,TU,TAR,719,TU719,TAR719,2025,12,22,Monday,0,ORY → TUN,FALSE
12/22/2025,landed,Guglielmo Marconi,BLQ,52,2025-12-22 11:10:00+00:00,2025-12-22 11:10:00+00:00,2025-12-22 12:21:00+00:00,Carthage,TUN,2025-12-22 12:45:00+00:00,52,2025-12-22 13:42:00+00:00,2025-12-22 13:37:00+00:00,Tunisair,TU,TAR,363,TU363,TAR363,2025,12,22,Monday,104,BLQ → TUN,TRUE
12/22/2025,scheduled,Gatwick,LGW,71,2025-12-22 10:40:00+00:00,2025-12-22 10:40:00+00:00,2025-12-22 11:53:00+00:00,Carthage,TUN,2025-12-22 14:30:00+00:00,70,2025-12-22 15:40:00+00:00,,Tunisair,TU,TAR,793,TU793,TAR793,2025,12,22,Monday,141,LGW → TUN,TRUE
12/22/2025,active,St-ExupÃ©ry,LYS,10,2025-12-22 10:20:00+00:00,2025-12-22 10:20:00+00:00,2025-12-22 10:39:00+00:00,Djerba-Zarzis,DJE,2025-12-22 12:40:00+00:00,10,2025-12-22 12:50:00+00:00,,Tunisair,TU,TAR,589,TU589,TAR589,2025,12,22,Monday,20,LYS → DJE,TRUE
